PLAYER_ID,TEAM_ID
201143,1610612738
1642258,1610612737
1630552,1610612737
1628401,1610612738
1627759,1610612738
1630700,1610612737
203991,1610612737
1628369,1610612738
1630811,1610612737
201950,1610612738
1629726,1610612737
1630202,1610612738
1626204,1610612737
1630573,1610612738
1629674,1610612738
1630168,1610612737
1628436,1610612738
1631223,1610612737
1641775,1610612738
1631105,1610612765
202699,1610612765
201567,1610612748
1631093,1610612765
1630595,1610612765
1628389,1610612748
1626179,1610612748
203501,1610612765
1629639,1610612748
1629312,1610612748
1631170,1610612748
1631107,1610612748
1626196,1610612748
1627736,1610612765
1642276,1610612748
1631323,1610612765
1630191,1610612765
1629130,1610612748
1641796,1610612748
1641842,1610612765
1629048,1610612753
1630532,1610612753
201959,1610612766
1630591,1610612753
1630163,1610612766
1629684,1610612766
1630182,1610612766
203484,1610612753
1631217,1610612766
1641706,1610612766
1641783,1610612753
1641710,1610612753
1628998,1610612766
1642275,1610612766
203552,1610612766
1628371,1610612753
1629021,1610612753
203914,1610612753
203995,1610612766
1630175,1610612753
1641724,1610612753
1630243,1610612753
202709,1610612753
1641733,1610612766
1631197,1610612766
1631216,1610612753
203954,1610612755
202331,1610612755
1626157,1610612752
200768,1610612755
1628969,1610612752
1628404,1610612752
1628973,1610612752
1626162,1610612755
1628384,1610612752
1628997,1610612755
203083,1610612755
1630540,1610612752
1627824,1610612755
1630579,1610612752
1626166,1610612752
1642272,1610612755
1630346,1610612752
1630288,1610612755
1641741,1610612755
201572,1610612749
1627751,1610612761
1629628,1610612761
203507,1610612749
1627752,1610612749
1641711,1610612761
1631157,1610612749
1631260,1610612749
1630534,1610612761
1628981,1610612761
1628449,1610612761
1630558,1610612761
1626171,1610612749
1629018,1610612749
1642347,1610612761
1642367,1610612761
1626153,1610612749
1641748,1610612749
1626192,1610612749
1642419,1610612761
1630699,1610612749
1642358,1610612749
1641890,1610612749
202066,1610612761
1641753,1610612749
1628381,1610612762
1626145,1610612756
203486,1610612756
1626164,1610612756
1642346,1610612756
1628374,1610612762
203078,1610612756
1629012,1610612762
1642262,1610612762
1641718,1610612762
1630548,1610612762
1642345,1610612756
1626220,1610612756
1628960,1610612756
1642271,1610612762
1642268,1610612762
203903,1610612762
1629006,1610612756
1641729,1610612762
1628420,1610612756
1629234,1610612762
1631218,1610612744
201939,1610612744
202691,1610612742
203952,1610612744
1629029,1610612742
1629001,1610612744
202681,1610612742
1630230,1610612742
203110,1610612744
1629655,1610612742
1627780,1610612744
1641726,1610612742
1629656,1610612742
1626172,1610612744
1630702,1610612742
203915,1610612742
1630228,1610612744
1627741,1610612744
1630541,1610612744
1641764,1610612744
1642270,1610612757
203497,1610612750
1631101,1610612757
203944,1610612750
1629014,1610612757
1641739,1610612757
1630183,1610612750
203924,1610612757
201144,1610612750
1630162,1610612750
1629057,1610612757
1630703,1610612757
1629675,1610612750
1628978,1610612750
1630166,1610612757
1629638,1610612750
1630625,1610612757
1641712,1610612757
1631169,1610612750
1626167,1610612754
1630169,1610612754
1631097,1610612754
1641767,1610612754
1627783,1610612754
204456,1610612754
1641716,1610612754
1630167,1610612754
1642402,1610612754
1642277,1610612754
1631245,1610612754
201569,1610612755
1631094,1610612753
1630231,1610612755
1641737,1610612755
1631111,1610612765
1631204,1610612765
1629027,1610612737
1629673,1610612764
1642259,1610612764
1628398,1610612764
1641731,1610612764
1642267,1610612764
1630557,1610612764
1629631,1610612737
1631098,1610612764
202685,1610612764
1642273,1610612764
1628386,1610612739
1629636,1610612739
203897,1610612741
1628378,1610612739
1629632,1610612741
1630581,1610612741
202696,1610612741
1627777,1610612739
1630172,1610612741
1630171,1610612739
1630245,1610612741
1627747,1610612739
1641763,1610612741
1629660,1610612739
1631207,1610612741
1630188,1610612741
202684,1610612739
1629731,1610612739
1641854,1610612739
1641824,1610612741
1630537,1610612741
1630560,1610612751
1627827,1610612751
1627732,1610612751
1629661,1610612751
203471,1610612751
1641730,1610612751
1630533,1610612751
1629003,1610612751
1630574,1610612752
1630553,1610612751
1630592,1610612751
1642278,1610612752
1642359,1610612752
1641705,1610612759
1630577,1610612759
1642261,1610612747
1630559,1610612747
1642264,1610612759
2544,1610612747
203076,1610612747
1629629,1610612747
203084,1610612759
101108,1610612759
1628380,1610612759
1629640,1610612759
1630170,1610612759
1631108,1610612747
1631104,1610612759
1626156,1610612747
1629216,1610612747
1631103,1610612759
1630572,1610612759
1631132,1610612747
1630578,1610612745
1628415,1610612745
201935,1610612746
1626181,1610612746
1627832,1610612745
1630224,1610612745
1627826,1610612746
1631095,1610612745
1627739,1610612746
1627884,1610612746
1630539,1610612746
1629645,1610612746
1641708,1610612745
1631106,1610612745
1642263,1610612745
1629611,1610612746
1629599,1610612746
203500,1610612745
201587,1610612746
1628988,1610612745
1641757,1610612746
1641738,1610612746
1630538,1610612746
1630256,1610612745
1629098,1610612745
1642274,1610612740
1627750,1610612743
1627742,1610612740
1629750,1610612740
1631212,1610612743
1629008,1610612743
1630530,1610612740
1631128,1610612743
1630527,1610612740
203967,1610612743
1631288,1610612740
1630526,1610612740
1641998,1610612740
201566,1610612743
1630192,1610612743
1629669,1610612740
1631124,1610612743
1628427,1610612743
1641816,1610612743
1631114,1610612760
1629652,1610612760
1641717,1610612760
1628983,1610612760
1630198,1610612760
203994,1610612756
1630598,1610612760
1629026,1610612760
1631172,1610612760
1642349,1610612760
1641794,1610612760
1631102,1610612756
1627814,1610612756
1629626,1610612756
1641745,1610612760
1641779,1610612756
1642502,1610612760
1628991,1610612763
1630322,1610612744
1642377,1610612763
1629634,1610612763
1630590,1610612763
1630583,1610612763
1630217,1610612763
203935,1610612763
1641744,1610612763
1631246,1610612763
1631222,1610612763
1628379,1610612763
203937,1610612744
1630643,1610612763
203458,1610612758
1628368,1610612758
1627734,1610612758
1631099,1610612758
1628989,1610612758
1629162,1610612758
1626168,1610612758
203926,1610612758
1631165,1610612758
1630596,1610612739
1630241,1610612739
1628970,1610612766
1630570,1610612751
1630544,1610612766
1641725,1610612743
201599,1610612743
1629723,1610612763
1629023,1610612742
1628467,1610612742
1641810,1610612740
1641765,1610612742
1631255,1610612740
203939,1610612742
1630200,1610612759
1629646,1610612759
1627936,1610612760
1630178,1610612755
1629651,1610612751
202704,1610612755
1627763,1610612764
1630214,1610612738
1630264,1610612764
203081,1610612749
1641803,1610612754
1629650,1610612754
203992,1610612737
1641723,1610612737
1630249,1610612737
1631200,1610612757
1641871,1610612757
1631133,1610612757
1631386,1610612757
201145,1610612745
1629111,1610612745
1628464,1610612740
203901,1610612740
1641722,1610612740
203999,1610612743
201942,1610612758
1628964,1610612746
1641732,1610612758
1629659,1610612741
1630215,1610612764
1628963,1610612764
1630604,1610612741
1628975,1610612741
1631116,1610612764
202710,1610612748
202692,1610612748
1642265,1610612750
1631117,1610612762
201142,1610612756
1629060,1610612747
1629637,1610612747
1642354,1610612766
1642281,1610612739
1627749,1610612740
1629630,1610612763
203468,1610612740
1628976,1610612753
1631213,1610612751
1641709,1610612765
1642266,1610612761
1630567,1610612761
204001,1610612738
1628366,1610612741
1628470,1610612741
1628392,1610612760
1629028,1610612757
203109,1610612758
1628370,1610612758
1642403,1610612758
1631115,1610612758
1630208,1610612766
1631109,1610612766
1626158,1610612764
1630194,1610612765
1629614,1610612754
1629004,1610612762
1642382,1610612760
1631110,1610612759
203932,1610612743
1631210,1610612752
1642355,1610612747
204060,1610612750
1630174,1610612754
1630164,1610612754
1628418,1610612748
1630696,1610612748
1631311,1610612755
1630193,1610612761
1642279,1610612761
1641715,1610612745
1630529,1610612740
1630631,1610612740
1641707,1610612762
201988,1610612762
1630611,1610612744
1631120,1610612738
1631248,1610612738
1630531,1610612738
1641809,1610612738
1630551,1610612764
1631096,1610612760
1629618,1610612743
1630618,1610612761
1642450,1610612765
1630543,1610612754
201949,1610612754
1631466,1610612745
1629627,1610612740
1642505,1610612760
1642530,1610612763
1630644,1610612753
1631221,1610612756
1641789,1610612742
1641727,1610612751
1641798,1610612751
1642385,1610612751
1631243,1610612737
1642024,1610612760
1630314,1610612742
1641736,1610612744
1630311,1610612744
1641766,1610612741
1631321,1610612759
1641857,1610612749
1631247,1610612739
1628408,1610612750
1630568,1610612750
1642461,1610612743
1631230,1610612737
1630545,1610612750
1642434,1610612759
1630561,1610612759
1631127,1610612759
1630658,1610612763
202693,1610612742
1630556,1610612742
1630649,1610612749
1641721,1610612747
1630222,1610612758
1642422,1610612747
1630550,1610612739
1642285,1610612763
1631306,1610612765
1631214,1610612765
1641790,1610612743
1642348,1610612755
1631303,1610612757
1630695,1610612762
1631131,1610612762
1641720,1610612747
1642352,1610612748
1630549,1610612751
1630227,1610612750
1642353,1610612746
1642280,1610612746
1629610,1610612766
1630173,1610612752
203114,1610612749
1631209,1610612766
203482,1610612761
1642384,1610612758
1642439,1610612747
1631121,1610612757
1641736,1610612751
203471,1610612744
1628418,1610612754
1629622,1610612739
1631159,1610612750
1630528,1610612748
1630639,1610612761
1629013,1610612752
1631119,1610612760
1641774,1610612764
1642366,1610612744
1628971,1610612761
1631250,1610612755
1627827,1610612747
1629003,1610612747
1626156,1610612751
1641721,1610612751
1642269,1610612758
1641787,1610612751
202695,1610612746
1641752,1610612765
1641740,1610612750
1629029,1610612747
203994,1610612766
1629020,1610612747
203901,1610612766
203458,1610612747
1642484,1610612754
1641989,1610612762
202687,1610612759
1630692,1610612747
203992,1610612746
1630585,1610612766
1631111,1610612766
1627732,1610612746
1629234,1610612746
201988,1610612746
1641803,1610612750
1631342,1610612737
1641998,1610612747
1630208,1610612756
1629006,1610612766
1641713,1610612763
1641734,1610612739
1631115,1610612761
1628398,1610612749
1628971,1610612740
1629645,1610612749
1631232,1610612740
1631311,1610612740
1631250,1610612749
1642358,1610612764
1630550,1610612764
1641798,1610612764
1641732,1610612764
203935,1610612764
1630283,1610612742
203957,1610612742
1631108,1610612742
1628368,1610612759
1642050,1610612744
203897,1610612758
202685,1610612758
1629656,1610612755
1629643,1610612755
203076,1610612742
202693,1610612747
1627777,1610612737
1627747,1610612737
1629611,1610612737
202710,1610612744
1628989,1610612741
1630200,1610612741
1631222,1610612758
1630699,1610612746
203471,1610612765
1630215,1610612755
1629631,1610612739
203952,1610612748
1630558,1610612748
203937,1610612748
1626143,1610612754
1628380,1610612741
1630322,1610612765
1628470,1610612738
1641878,1610612766
1642389,1610612763
1631223,1610612755
1630165,1610612751
1641772,1610612739
1630579,1610612749
1626153,1610612752
203114,1610612764
1629162,1610612759
203482,1610612740
1629650,1610612742
1630531,1610612762
1630231,1610612762
1628365,1610612758
1628995,1610612744
1629022,1610612755
1641879,1610612744
1631197,1610612761
1629750,1610612739
1629667,1610612764
1631321,1610612757
1629011,1610612752
1630201,1610612766
1630205,1610612763
1642368,1610612745
1630539,1610612742
1627746,1610612758
1628396,1610612754
1642443,1610612741
1642399,1610612750
1642024,1610612755
1628963,1610612763
1631123,1610612749
1641936,1610612738
1630658,1610612761
1628997,1610612742
1641817,1610612752
1630699,1610612752
1628964,1610612740
1641720,1610612755
1629052,1610612755
1628998,1610612756
1629680,1610612757
1630538,1610612750
203995,1610612756
1630542,1610612755
1630678,1610612758
1641755,1610612752
1630762,1610612755
1631306,1610612761
1631166,1610612751
1630623,1610612751
1641815,1610612748
1641801,1610612741
1631116,1610612746
1630658,1610612755
1631301,1610612766
1629643,1610612739
1630296,1610612744
1630283,1610612740
1631223,1610612745
200782,1610612752
1631210,1610612737
1630600,1610612755
1642449,1610612765
1631199,1610612765
1629056,1610612758
